Title,Released Year,Rating,Genres,Length,Certification,Directors,Writers,Stars
Fall of Lotus: A Star Wars Story,2018,6.5,"Action,Adventure,Fantasy","Fall of Lotus: A Star Wars Story: Directed by Tarik Hatipoglu. With Chris Onyx, Hunter 'Malkavius' Longworth, Alexakxo, Amber Marie Bernauer. The Lotus is an ancient Order of Force sensitives that was founded by the Ancient ex-Sith Darth Valeria a thousand years before the year 19BBY. The Lotus Order believes that the true balance of the force is to study and train in both the dark and light sides of the force. This movie tells about how the Lotus Order and it's Alliance is being torn apart by the Galactic Empire a few months after the events of Revenge of the Sith. The Galaxy has been dragged into a great darkness. The evil Galactic Empire has gained control over countless worlds by overthrowing the Old Republic, destroying the democracy. The Jedi Order has been destroyed, only a handful of Knights and Masters managed to escape the Imperial forces by hiding in distant regions of the galaxy. While the Empire is conquering the last worlds that resist, three Lotus scout fighters return to Nythemo, the homeworld of the Lotus Alliance, with important information that could change the fate of the Lotus Alliance.",,Tarik Hatipoglu,"Tarik Hatipoglu,Jake","Chris Onyx,Hunter 'Malkavius' Longworth,Alexakxo"
Dark Consequences,2015,,Sci-Fi,1h 50m,,Justin Fernandez,,"Michelle Gil,Juliana Acosta,Luis Morales III"
Fade,2008,6.8,Sci-Fi,1h 10m , Not Rated,Cressa Maeve Beer,,"Adia Morris,M. Scott Taulman,Emily Fradenburgh"
"Geeks and Goblins, Elves and Elliot",2010,6.7,"Comedy,Family,Fantasy",1h 30m,,D. Michael Martindale,"Laura Mothersill,D. Michael Martindale","Jonathon Canada,Natalia Baykova,Andrew Cottrill"
Of Tomorrows Unknown,1991,5.0,"Action,Sci-Fi","Of Tomorrows Unknown: Directed by Michael West. With Kurt Houk, Joanne Arney, O'Brian Childs, Bill Wolfe. A man goes back in time, meets his wife-to-be, and stops Earth from becoming annihilated by embryonic aliens in exoskeletons that can take on human form.",,Michael West,"Kurt Houk,Ryan Tungate,O'Brian Childs","Kurt Houk,Joanne Arney,O'Brian Childs"
Enigma de muerte,1969,5.9,"Horror,Mystery,Sci-Fi",1h 30m,,Federico Curiel,,"Mil Máscaras,John Carradine,María Duval"
Overturn: Awakening of the Warrior,2013,4.0,"Action,Mystery,Sci-Fi",1h 14m,,"Sergey Kachanov,Helene Wang,Ivan Doan",,"Eric Ross Gilliatt,Ivan Doan,Konstantin Gerasimyuk"
Limen [Omission],2012,7.6,"Crime,Drama,Mystery",1h 34m,,Emiliano Dante,,"Francesca Zavaglia,Fabrizio Croci,Roberto Lattanzio"
Journey - The Movie,2023,,Sci-Fi,1h , G,Minar Kishore Joshi,,
Alien Protocol,2013,5.2,"Drama,Sci-Fi",1h 29m , Not Rated,John Villec,,"Scott Mensching,Judson Brown,Cristen Sarah Navolio"
S.I.N. Theory,2012,6.1,"Drama,Sci-Fi",1h 10m , Not Rated,Richie Mitchell,,"Farid Yazdani,Allison Dawn Doiron,Jeremy Larter"
Miljardi vuotta ennen maailmanloppua,1986,,Sci-Fi,2h 10m,,Tapio Suominen,"Arkadiy Strugatskiy,Tapio Suominen,Boris Strugatskiy","Eeva-Maija Haukinen,Oiva Lohtander,Vesa Mäkelä"
Gadget Heads: Journey to the Moon,2021,,"Documentary,Animation,Sci-Fi",52m,,Jerry Ian Thomas,,"Jonathon Carley,Al Canters,Jean Forest"
The Secret Hitman,2020,,"Action,Adventure,Crime",The Secret Hitman: A secret Hitman is looking for bad guys to kill or arrest.,,,,
The Bear Tales,2015,5.1,"Adventure,Comedy,Family",1h 7m,,"Olmo Amato,Samuele Sestieri","Olmo Amato,Samuele Sestieri","Olmo Amato,Samuele Sestieri"
A Close Divide,2015,,Sci-Fi,"A Close Divide: Directed by Jesse Alexander. With Jesse Alexander, Lindsey Benavides, Jordyn Benson, Samuel Davis.",,Jesse Alexander,,"Jesse Alexander,Jordyn Benson,Lindsey Benavides"
The Camera with the Scratched Lens,2018,,Sci-Fi,"The Camera with the Scratched Lens: Directed by Benjamin Pearce. With Benjamin Pearce, Evan Pearce, Riley Pearce.",,Benjamin Pearce,,"Riley Pearce,Evan Pearce,Benjamin Pearce"
Celestial Bodies,2013,6.8,"Comedy,Sci-Fi,Sport",1h 3m,,"Lara Unnerstall,Jake Myers","Mike Baldwin,Lara Unnerstall,Jake Myers","Ben Kobold,Jamie Bragg,Christopher Waldron"
The Package Vol. 1,2010,7.3,"Action,Sci-Fi,Thriller","The Package Vol. 1: Directed by Ahmed Al Baker, Mohammed Abdul Rahman. With BeMo Aljefairi, Faisal Al Baker, Abdul Aziz Al Malki, Jaber Naser.",,"Mohammed Abdul Rahman,Ahmed Al Baker",,"Abdul Aziz Al Malki,BeMo Aljefairi,Faisal Al Baker"
Queens of the Dead,2011,4.6,"Comedy,Horror,Sci-Fi",1h 24m , Not Rated,Carl Ray Cart,,"Joseph Banet,Justin Heim,Joshua Loren"
Adrenaline,2015,7.0,"Action,Crime,Drama",2h 3m,,"Luca Baggiarini,Riccardo Camilli,Lorenzo Ciani","Luca Baggiarini,Riccardo Camilli,Lorenzo Ciani","Valerio Di Benedetto,Matteo Quinzi,Claudio Camilli"
Karla,2019,4.6,Sci-Fi,1h 3m,,Ceyhan Kandemir,"Ceyhan Kandemir,Nafiseh Laleh","Altan Akisik,Çaglayan Sevinçer,Karla Kandemir"
Future Imperfect,1998,,"Drama,Mystery,Family","Future Imperfect: Directed by Jack Jewers. With Ulrike White, Anthony Nelson, Laura Barbey, Ian Powell.",,Jack Jewers,,"Anthony Nelson,Ulrike White,Laura Barbey"
The Devil in White,2014,3.9,"Drama,Horror,Sci-Fi",1h 53m,,Michael Fredianelli,,"Michael Nosé,Vanessa Leigh,Jeremy Koerner"
5 histoires... de science-fiction,2006,,"Sci-Fi,Fantasy",58m,,"Olivier Jean,Christine Guilbaud,Paul Jacamon",,"Marie-Christine Barrault,Christian Charmetant,Alexandra Ansidei"
Synthwave Horror: Metropolis,2023,,Sci-Fi,"IMDb is the world's most popular and authoritative source for movie, TV and celebrity content. Find ratings and reviews for the newest movie and TV shows. Get personalized recommendations, and learn where to watch across hundreds of streaming providers.",,,,
Beyond the Lost World: The Alien Conspiracy III,2003,3.9,Sci-Fi,"Beyond the Lost World: The Alien Conspiracy III: Directed by John Bowker, Kevin J. Lindenmuth, Tim Ritter. With Tom Nondorf, Debbie Rochon, Jeanne F. Scott, Nathaniel Scott.",,"Kevin J. Lindenmuth,John Bowker,Tim Ritter","Kevin J. Lindenmuth,Tim Ritter,Stephen C. Seward","Debbie Rochon,Tom Nondorf,Jeanne F. Scott"
Iridial,2016,,"Horror,Music,Sci-Fi",1h 42m,,David Venhaus,,"Charles Chudabala,Michael Haddad,Nick Brovender"
The Indestructible Spider-Man,2016,7.4,Sci-Fi,"The Indestructible Spider-Man: Directed by Jackson Morehu. With Gwen Aterey, Vaughn Eeastwood, Riley Ferguson, Emily Morehu. Peter Parker is your average teenage boy good at school, but not so good at making friends. one day Peter gets invited to an incursion to the arachnids museum. while the incursion a spider crawls on his bag, once he got home the spider bites him. Uncle Ben dies then turning peter into spider man. soon after Norman makes the venom project, a needle to cure cancer. But he hasn't finished it yet, he needs the radioactive spider. once he found out the spider has been stolen, Norman tries it with out the spider. but he doesn't become healthier, he instantly turns sick he then only has one chose, to become the green goblin.",,Jackson Morehu,,"Riley Ferguson,Gwen Aterey,Vaughn Eeastwood"
Turn Back Night,2021,,Sci-Fi,1h 11m,,Michael Tierno,,"Brianna Alcorn,James Beaman,Chris Chirdon"
Human Core,2011,7.2,"Reality-TV,Sci-Fi","Human Core: Directed by Iker Iturria, Manfre. With Jessica Alonso, Sergio Bernal, Elton Canga, Sergi Cervera. The world population is made up of 4 billion individuals between the ages of 80 and 100 who stay young and healthy thanks to stem cell transplants. 100% of the world population has a microprocessor implanted in their brain that helps improve their cognitive abilities. A man's average lifespan is 200 years, it's been 50 years since anyone has been born or has died. Mankind has evolved to the point that it has lost touch with its biological and emotional past; it has replaced the natural environment with a technological and mechanized one. HUMAN CORE is the new televised experiment, a scientific popularization program, which aims to study the human being's psyche and behavior beyond the reach of technology. Five patients classified by their racial variety will be disconnected from their artificial intelligence and subjected to severe isolation in order to activate unconscious life and capture signs of real emotions.",,"Manfre,Iker Iturria",,"Jessica Alonso,Sergio Bernal,Elton Canga"
Mrutyunjaya,2022,,Sci-Fi,"Mrutyunjaya: Directed by Sajjan S.S.. With Hitesh Hiremath, Suman Nagarkar, Shreya Shetty, T. Vishwanath Naik.",,Sajjan S.S.,,"Hitesh Hiremath,Shreya Shetty,Suman Nagarkar"
Biohazard D2: Degeneration/Damnation 3D Blu-ray,2013,,Sci-Fi,"Biohazard D2: Degeneration/Damnation 3D Blu-ray: Directed by Makoto Kamiya. With Wendee Lee, Robin Sachs, Val Tasso, Courtenay Taylor.",,Makoto Kamiya,,"Wendee Lee,Val Tasso,Robin Sachs"
We Are All Cylons,2011,7.9,"Documentary,Sci-Fi",45m,,Ilana Rein,,"Lacy Alexis Pline,David Chirico,Michael Hogan"
Lys,2010,6.2,"Drama,Fantasy,Sci-Fi",52m,,Krystof Zlatnik,"Krystof Zlatnik,Benjamin Karalic","Hanna Schwamborn,Horst Günter Marx,Marc Hosemann"
Xoris Elpida Epiviosis,2012,7.4,"Action,Horror,Sci-Fi",1h 8m,,Stelios Psillos,,"Stelios Psillos,Aretta Psillou,Anna Chenade"
Tokyo Telepath 2020,2020,,"Documentary,Sci-Fi",49m,,Maiko Endo,,"Luka,Natsuko,Crystal Performer Masaki"
Soleil Rouge,2021,,Sci-Fi,"Soleil Rouge: Directed by Rached M'Dini. With Rached M'Dini, Sylvia Dierckx.",,Rached M'Dini,,"Rached M'Dini,Sylvia Dierckx"
Tomei kaijin,1958,,"Mystery,Sci-Fi",51m,,Tsuneo Kobayashi,"Tadashi Ogawa,Rampo Edogawa","Ushio Akashi,Mieko Imoto,Taku Fukushima"
Soulflames,2021,,"Fantasy,Romance,Sci-Fi",2h,,Jessie Kerry,,"John Wang,Teresa Yang,Gavin-Lee Zhang"
Joy of Wolf,2018,,"Family,Fantasy,Sci-Fi",1h 42m,,Matt Orefice,,"Henry N. Baker,Hank N. Baker,Jesica Avellone"
The Storm,2012,,"Sci-Fi,Thriller",The Storm: Directed by Duane Journey.,,Duane Journey,"Ben Wiggins,Duane Journey",
Doctor Who: El Mundo Imperfecto,2013,6.3,Sci-Fi,45m,,Sergi Páez,,"Beatle,Albert Boix,Jordi Armengol"
Chronotrip,2002,4.3,"Documentary,Sci-Fi",1h 14m,,Jeff Cioletti,,"John Levene,Nicholas Courtney,Richard Franklin"
Time Travelers,2012,,Sci-Fi,1h 25m,,Mike Winkler,"Stephanie Leonard,Mike Winkler","Jason Kobasic,Mike Winkler,Jason Gorze"
Spider-Man: Balance Act,2016,6.5,"Action,Sci-Fi",54m,,"Cameron Dodd,Mark Ricci","Cameron Dodd,Mark Ricci","Cheryl De Luca,Markel McKee,Mark Ricci"
Cosmic Dissonance,2006,,Sci-Fi,1h 16m,,Joseph Larsen,,"Jennifer Bahe,Josh Gonzales,Shelby Falk"
Augmented Organism,2018,,"Fantasy,Music,Musical",1h 7m,,Cy Gorman,"Jazmyne Geis,Cy Gorman",
Abduction Day,2013,,"Comedy,Horror,Sci-Fi",1h 30m,,Bannon Backhus,,"Madeline Acquaviva,Bonnie Backhus,Bannon Backhus"
Hogi Lala,2002,,"Fantasy,Sci-Fi",1h 36m,,Toshirô Saiga,,"Hideko Hara,Kôji Matsuo,Yuichi Matsuoka"
Pierscien ksieznej Anny,1971,6.5,"Family,History,Sci-Fi",1h 39m,,Maria Kaniewska,"Maria Starzynska,Maria Kaniewska,Andrzej Lach","Jerzy Matalowski,Piotr Sot,Krzysztof Stroinski"
Mindvolution,2013,,"Action,Sci-Fi,Thriller",1h 23m,,Alwa Ritsila,,"Alwa Ritsila,Prempapan Plitpolkranpim,Nathan Homsup"
Western Noir,2017,,Sci-Fi,"Western Noir: Directed by Jenna Barlow Grodsky. With Denver Danyla, Celisse Graves, Alberto Zeni, Jon Amirkhan. Corporate sharks, bands of gangsters, and lone rebels duke it out for power in a post-apocalyptic society where he who has the biggest gun wins.",,Jenna Barlow Grodsky,,"Celisse Graves,Alberto Zeni,Denver Danyla"
Glow job,2018,6.4,"Documentary,Fantasy,Mystery",1h 21m,,Cheol Min Im,,
Subconscious III: The Final Chapter,2021,,"Action,Adventure,Sci-Fi",52m,,Harry Larter,,"Ben Houghton,Harry Larter,Mia Carter"
Genesis,2016,5.1,"Horror,Sci-Fi",1h 12m,,Michael F. McCarthy,,"Robb Taft,Dylan Meyer,Haley Johnson"
Pól serio,2000,6.2,"Comedy,Sci-Fi",1h 25m,,Tomasz Konecki,"Andrzej Saramonowicz,Stanislaw Mancewicz,Jacek Gawlowski","Edyta Olszówka,Rafal Królikowski,Maria Seweryn"
Novogodnyaya istoriya,1997,5.6,"Comedy,Sci-Fi",1h 37m,,Aleksandr Baranov,,"Anton Kolesnikov,Anna Yanovskaya,Leonid Kuravlyov"
Natalie_Net,2014,5.6,"Sci-Fi,Thriller",1h 23m,,Chico Morera,Chico Morera,"Víctor Benjumea,Julius Cotter,Dani Codina"
Legend of the Galactic Heroes: Die Neue These - Stellar War 3,2019,7.9,"Animation,Action,Drama",1h 33m,,Shunsuke Tada,,"Ken'ichi Suzumura,Mamoru Miyano,Yûki Kaji"
Minecraft: Super-Heróis 3 - O Filme,2019,,"Action,Adventure,Sci-Fi",1h 14m,,"Goiabadaboa,Supergamer432","Goiabadaboa,Supergamer432","Goiabadaboa,Sandro Games,Supergamer432"
Rewind,2002,,"Adventure,Comedy,Sci-Fi","Rewind: Directed by Georg Hartmann. With Steven Amato, Maria Galante, Abby Hartmann, Caroline Ross.",,Georg Hartmann,,"Maria Galante,Steven Amato,Abby Hartmann"
L'Arme Ultime,2021,,Sci-Fi,"L'Arme Ultime: Directed by Guerino Capitanio. With Jean-Michel Dubreuil, Thomas Mora, Liviu Bora, Olivier Faursel.",,Guerino Capitanio,,"Liviu Bora,Jean-Michel Dubreuil,Thomas Mora"
Utterance,1997,4.8,"Action,Adventure,Sci-Fi","Utterance: Directed by Russell Griffin. With Saadia Persad, Cliff Schumacher, Jennifer Langdon, Christian Silva.",,Russell Griffin,,"Saadia Persad,Jennifer Langdon,Cliff Schumacher"
11:58,2010,4.3,"Action,Fantasy,Horror",1h,,Jeff Scott Taylor,"Jeff Scott Taylor,Henry Vilela","Christian Lagadec,Jill Wilson,Jeremiah Benjamin"
Zompyres: Texas,2010,3.7,"Action,Comedy,Drama",1h 5m , Unrated,Jordan Funderburk,"Matt Hulme,David Morgan,Caleb Quinones","Chase Burnett,Laura Dumas,Stefan Beck"
Death Force,2009,4.6,"Action,Sci-Fi",1h 22m,,Rick Laprade,"Rick Laprade,Corey Gomes","Nicole Chudy,Michael Ferrucci,Mark Chearino"
Shallow End,2021,,Sci-Fi,50m,,Curtis Everitt,"Brynn Corbello,Curtis Everitt","Lantz Kuykendall,Ronnie Phillips,Josh McDonald"
Vlastelin mira,1932,,Sci-Fi,"Vlastelin mira: Directed by Lazar Yudin. With Tatyana Barysheva, Mikhail Filippov, Mikhail Komarov, Leonid Yurenev.",,Lazar Yudin,,"Mikhail Komarov,Tatyana Barysheva,Mikhail Filippov"
And the Word Was Made Flesh,1971,5.6,"Fantasy,Mystery,Sci-Fi",1h 5m,,Dusan Marek,,"Christine Pearce,David Stocker,Jan Cernohous"
How to Save the World,2023,,"Comedy,Drama,Sci-Fi",1h 32m,,Miguel Rodriguez,,"Jassmin Lopez,Aleah Qui,Miguel Rodriguez"
Watt Poe to bokura no ohanashi,1988,8.0,"Animation,Sci-Fi",55m,,Shigenori Kageyama,,"Toshiko Fujita,Kôichi Kitamura,Eriko Hara"
Year Six,2014,4.0,Sci-Fi,56m,,Austin Barbetto,"Austin Barbetto,Mark Boucher","Mark Boucher,Timothy Chivalette,Justin Chapman"
Fall of a Saga,2003,5.5,"Comedy,Sci-Fi","Fall of a Saga: Directed by Edward Earl Newton. With Bruce Collier, Elliott Stegall, David Kramer, Jonathan Gagle. January 1994: George Lucas furiously finishes the last drafts of his brilliant new film: ""Star Wars Episode One: The Dark Awakening"". But when a mysterious stranger appears, the struggle between good and evil leaps from the page into reality as George struggles to hold onto the last threads of a brilliant screenplay.",,Edward Earl Newton,,"David Kramer,Bruce Collier,Elliott Stegall"
The Best of the Lads 2021,2021,8.1,"Action,Adventure,Comedy",50m,,Jack Vickers,"George Grozier,Jack Vickers","Alex Wheeler,Joel Cain,Jacob Fountain"
David Cronenberg's Early Works,2016,,Sci-Fi,2h 25m,,,,
Cage the Bear - The Black Bang,2018,,Sci-Fi,1h 14m,,Adrian Horodecky,,"Peggy Brinkman,Hank Brinkman,Annabelle Bechtel"
The Investigation of a Time Traveler,2013,,"Sci-Fi,Thriller",1h , Not Rated,John Martini,,"Leonard Waldner,Keith Vinson,Laura Aidan"
Midnight Moonlight,2020,,"Horror,Mystery,Sci-Fi",2h,,Jessie Kerry,,"Grace Mei,Susan Chen,Antony Wu"
Signifier and Signified,2013,,"Drama,Mystery,Sci-Fi",1h 55m,,Li Hui,,"Chen Lu,Shengning Xi,Li Hui"
En Rathathin Rathame,1989,4.4,Sci-Fi,2h 51m,,K. Vijayan,"Javed Akhtar,Salim Khan","Bob Christo,Janakaraj,Bhagyaraj"
Millennium's End: The Fandom Menace,2000,5.3,"Documentary,Sci-Fi","Millennium's End: The Fandom Menace: Directed by Jeff Cioletti. With James Addams, AJ!, John Benson, Jeremy Bulloch. Millennium's End: The Fandom Menace is a documentary chronicling the anticipation for Star Wars, Episode I: The Phantom Menace during the two years prior to the movie's release in May 1999. The film includes interviews with such individuals as Harry Knowles of Ain't It Cool News and the creative forces behind such websites as TheForce.net, JediNet.com and StarwarZ.com, as well as the team behind Blue Harvest magazine. Jeremy Bulloch, who played Boba Fett in The Empire Strikes Back and Return of the Jedi also appears in the film. It captures the most exciting time to be a Star Wars fan, the end of the Millennium.",,Jeff Cioletti,,"John Benson,James Addams,AJ!"
Blbec z Xeenemunde,1963,7.0,"Comedy,Drama,Fantasy","Blbec z Xeenemunde: Directed by Jaroslav Balík. With Václav Sloup, Jan Pivec, Rudolf Hrusínský, Slávka Budínová. A dark comedy, set during the second World War in Germany. Mentally retarded 16 year old boy manages to calculate the exact focus of miniature rockets and mercilessly kills people he does not like.",,Jaroslav Balík,,"Jan Pivec,Václav Sloup,Rudolf Hrusínský"
Elise Girard,2021,,Sci-Fi,Elise Girard: Directed by Élise Girard.,,Élise Girard,,
"Theoretically, an even much more paranoid conspiratorial phone call",2021,,"Action,Adventure,Comedy",1h 25m,,Jorge Luis Villacorta Santamato,,
The Faketrix,2002,,"Action,Comedy,Sci-Fi",1h 12m,,Edwin Bailey,"Emma Hinds,Scott Cline,Erica Schreiber","Ryan Weed,Emma Hinds,Erica Schreiber"
Cientificament perfectes,1996,3.8,Sci-Fi,"Cientificament perfectes: Directed by Francesc Xavier Capell. With Francesc Xavier Capell, Sílvia Escuder, Paul Naschy, Xavier Serrat.",,Francesc Xavier Capell,,"Paul Naschy,Francesc Xavier Capell,Sílvia Escuder"
The Box of Sergius,2010,,"Action,Fantasy,Sci-Fi",1h 21m,,Joe Blodgett,"Bryan Fleck,Steve Fleck,Joe Blodgett","Paul Darling,Steve Fleck,Matt Fleck"
The Legend of Cooley Moon,2012,5.0,"Horror,Mystery,Sci-Fi",1h 23m , Not Rated,Brett DeJager,,"Carol Ceynowa,Josh Boomgaarden,Payton Braun"
In Paradise,2014,,"Drama,Fantasy,Sci-Fi",1h 43m,,"Philip Heinrich,Aaron Youngblood",,"Devin Perry,Steven Pounders,Fletcher Inzer"
Mislandia,2019,7.4,"Adventure,Drama,Fantasy",1h 57m,,Mashti Allan,,"Aleks Nial,Zahara Johannes,Ross Johnson"
Veil of Spirit,2016,,"Drama,Sci-Fi","Veil of Spirit: Directed by Courtney Lakin. With Dani Deetté, Courtney Lakin. Rescued from a hi-tech mental research facility by her sister, one girl struggles to piece together what happened to her from the remnants of her fractured mind.",,Courtney Lakin,,"Dani Deetté,Courtney Lakin"
Spaced Out: An Intergalactic Crime Saga,2014,,"Comedy,Crime,Sci-Fi",2h 6m,,David Caulfield,"David Caulfield,Sam Hawkins","Sterling Bradley,Bill Read Jr.,Josh Talamantes"
Battle at Beaver Creek,2014,5.8,"Action,Sci-Fi,War",1h 22m , Not Rated,Brian C. Taylor,,"Bob Carson,Matt Brown,Jim Brown"
Beyond the Quest,2007,5.8,"Mystery,Sci-Fi",1h 20m,,"Hosam Ibrahim,Mireck A. Kullitt","Richard Acree,Andrew Paulson Szanto,Mireck A. Kullitt","Chad Gordon,Drew Pongyan,Janet Carroll"
New Humanity,2012,,"Documentary,Biography,History",2h 8m,,"Susan Shumsky,Frederic Eger",,"Colin Andrews,Michael Cremo,Mellen Thomas Benedict"
Pioneer 12,1999,5.9,"Fantasy,Horror,Sci-Fi","Pioneer 12: Directed by Aaron N. Feldman. With Christopher Murney, Alice Playten, Christopher Wisner, Raymond Pirkle.",,Aaron N. Feldman,,"Christopher Wisner,Christopher Murney,Alice Playten"
Los invisibles,1963,5.8,"Comedy,Sci-Fi","Los invisibles: Directed by Jaime Salvador. With Marco Antonio Campos, Gaspar Henaine, Martha Elena Cervantes, Rosa María Gallardo.",,Jaime Salvador,,"Marco Antonio Campos,Martha Elena Cervantes,Gaspar Henaine"
Beyond the Deep,2014,,"Drama,Romance,Sci-Fi",1h 20m,,Kyle Mosonyi,,"Kyle Mosonyi,Tanya Bevan,Christian Pinard"
No Place Like Home,2020,,"Thriller,Sci-Fi",1h 2m,,,,
UnSuper Heroes,2017,,"Action,Comedy,Sci-Fi",50m,,Eric Martinez,"Eric Martinez,Anthony Lucero","Eric Martinez,Elena Pearson,Anthony Lucero"
ChäoS;Child: Silent Sky,2017,6.5,"Animation,Sci-Fi",50m,,Masato Jinbô,"Chiyomaru Shikura,Masato Jinbô","Suzuko Mimori,Yoshitsugu Matsuoka,Sumire Uesaka"
Final Jeopardy,2024,,"Action,Sci-Fi",1h 29m,,,,
Je3 sedae: Ulemae 6,1989,5.5,"Sci-Fi,Family,Action",1h 28m,,Cheong-gi Kim,"Dong-keun Chae,Wang-rye Gwon","Yong-soo Eom,Jeong-ho Han,Jong-a Kim"
Hunger Diaries,2016,,"Drama,Sci-Fi",1h 11m,,"Anuar Doss,Gabriel Rahbani,Anuar Doss Gabriel Rahbani","Anuar Doss,Gabriel Rahbani","Alberto Esparza,Marc Dennis,Lisa Coleman"
Hans Kæreste,1918,,Sci-Fi,"Hans Kæreste: Directed by Hjalmar Davidsen. With Tronier Funder, Gudrun Houlberg, Johannes Ring, Ebba Thomsen.",,Hjalmar Davidsen,,"Gudrun Houlberg,Tronier Funder,Johannes Ring"
El Sab'a Afandi,1951,4.8,"Comedy,Drama,Sci-Fi",1h 46m,,Ahmed Khorshed,,"Shadia,Sayed Abu Bakr,Farid Shawqi"
Reapers,2017,,"Horror,Sci-Fi",48m,,Jeremy Schimansky,,"Don Nagle,James Lynch,Jimmy Leamer Jr."
Galactic Recon,2014,6.3,"Action,Sci-Fi,Thriller","Galactic Recon: Directed by Bryn Clayton Jones. With Josh Hutcheson, Coulter Rail, Darren Taylor, Philip Heinrich. 400 years in the future, a group of mercenaries are assembled by NESO to investigate the disappearance of space craft known as the Goliath, what they find puts their lives at risk as they struggle to escape the ship.",,Bryn Clayton Jones,,"Darren Taylor,Josh Hutcheson,Coulter Rail"
